community;code;lat;long;facilitated_species;nurse;n;canopy_percent;gap_percent;site;Axis1;Axis2;Axis3;genus;sp;sub_sp;recruit_sp;perc_95_dist2d;perc_95_pca1;perc_95_pca2
7;SNEV07;37.0375;-3.573444;Halimium_atriplicifolium_atriplicifolium;open;1;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Halimium;atriplicifolium;atriplicifolium;Halimium atriplicifolium;1.17784844232803;1.56114811383836;1.22091384865284
8;SNEV08;37.043028;-3.526278;Rosmarinus_officinalis;open;2;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Rosmarinus;officinalis;NA;Rosmarinus officinalis;1.2007948484899;0.903431225724992;1.89953283901355
8;SNEV08;37.043028;-3.526278;Ulex_parviflorus_parviflorus;open;7;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Ulex;parviflorus;parviflorus;Ulex parviflorus;1.29739113940485;1.0545907783493;1.01467611904811
8;SNEV08;37.043028;-3.526278;Fumana_ericoides;open;9;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Fumana;ericoides;NA;Fumana ericoides;1.29670578723993;1.02245308743317;1.8647207114314
8;SNEV08;37.043028;-3.526278;Thymus_granatensis_granatensis;open;6;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Thymus;granatensis;granatensis;Thymus granatensis;0.707028755719813;0.381490271189815;0.972695796805242
8;SNEV08;37.043028;-3.526278;Coris_monspeliensis_monspeliensis;open;1;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Coris;monspeliensis;monspeliensis;Coris monspeliensis;1.01892591944571;0.780062956466708;1.07043325035028
8;SNEV08;37.043028;-3.526278;Cistus_clusii_clusii;open;9;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Cistus;clusii;clusii;Cistus clusii;1.45679504337808;1.17613799069366;1.91108139229604
8;SNEV08;37.043028;-3.526278;Dianthus_brachyanthus;open;3;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Dianthus;brachyanthus;NA;Dianthus brachyanthus;0.278587209084058;-0.163771576519263;1.67215088500697
8;SNEV08;37.043028;-3.526278;Arenaria_armerina_armerina;open;2;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Arenaria;armerina;armerina;Arenaria armerina;0;-0.185971930954168;1.39444964747244
8;SNEV08;37.043028;-3.526278;Linum_suffruticosum;open;1;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Linum;suffruticosum;NA;Linum suffruticosum;0.984302152054772;0.749018895376479;1.70209047899061
